entity_id,name,dept_slug,leaf_slug,backing,has_website,has_hours,has_address,has_phone,current_website
689c507f-ab91-44c2-83c3-415ed0009967,Hangar 24 Lake Havasu,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://hangar24brewing.com/taprooms/lake-havasu-city/
02cb8254-6cea-4594-87fe-7887b8d5111a,Harleyz And Hot Rodz,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://harleyzandhotrodz.com/
38e90e8d-b356-4afd-989f-474cf3889621,HEAT Bar,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://www.heathotel.com/bar/
b051d792-ed09-4f18-8484-255f5d8f8dcd,Island Mall & Brewery,eat-and-drink,bars-and-breweries,provider,0,0,1,0,
df10a91e-53e1-400f-b06c-db488071acf9,Kokomo Beach Club,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://www.kokomohavasu.com/
c5d0022d-2d9e-4f90-ac16-26a0d5370697,Legendz Sports Bar & Grill,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://legendzbarandgrill.com/
d742b028-064a-4e10-9185-0ea48a0e5442,Lighthouse Lounge,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://www.facebook.com/profile.php?id=61550826508124&mibextid=ZbWKwL
538348aa-1e7a-4af0-adc6-636d19e29a33,Martini Bay,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://www.martinibay.com/
51f07cfa-96fc-4057-93e1-9f85e0fc6a07,McKee's,eat-and-drink,bars-and-breweries,provider,0,0,1,0,
62254956-b7d2-4359-89c3-5162a1e124ef,McKee's Pub & Grill,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://mckeespubgrill.shop/
408014e1-ec78-479e-890d-3c82dfdbc872,Mudshark Brewery and Public House,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://www.mudsharkbrewery.com/
b3ca423a-b6f0-41c7-b808-edf1e349676b,R Bar and Grill,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://m.facebook.com/rbarandgrilllakehavasu?tsid=0.06781653594225645&source=typeahead
2299c6db-f9fa-490f-956b-10cca5987e9d,R.O. Bar,eat-and-drink,bars-and-breweries,provider,0,0,1,0,
33b515c3-6965-4c35-a84b-10eccd27a42f,Tavern 95,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://tavern95lhc.com/
46e4e83c-962b-4d76-a2c5-02834f42e638,The Office,eat-and-drink,bars-and-breweries,provider,0,0,1,0,
83e3f94f-f6b5-4fd5-a090-5c8b662daa0c,The Office Cocktail Lounge & Grill,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://officebarhavasu.com/
c1e83631-fe62-4b68-8656-a25e8ed734a7,Turtle Beach Bar,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://nauticalbeachfrontresort.com/food-drink/naked-turtle-beach-bar/
e2510e0e-6f52-433b-af3a-8b321b873ffd,Waters Edge Winery Havasu,eat-and-drink,bars-and-breweries,provider,1,0,1,1,https://wew.wine/havasu/
37a6663f-8bd4-4852-a7ab-ef4313b7c63c,Charged Up Nutrition Bar,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://chargedup.herbalife.com/
1fbe31b2-3bfa-40b8-81e5-95367888ad92,Colombian Joe's Coffee,eat-and-drink,cafes-and-coffee,provider,1,0,1,0,https://colombianjoesbeveragebar.com/
cfcfc8be-b25a-4439-b685-b0fa5465cce5,Dunkin',eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://locations.dunkindonuts.com/en/az/lake-havasu-city/14750-highway-95/358550?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=358550&y_source=1_MTQyMTczNzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
db49a11b-204c-4289-b71d-61b27c6bfbf7,Dunkin',eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://locations.dunkindonuts.com/en/az/lake-havasu-city/85-lake-havasu-ave-n/356018?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=356018&y_source=1_MTIxMDk5OTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
4139f74b-b3d9-4a4e-8c78-e8a4c46e0fab,Dutch Bros Coffee,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://www.dutchbros.com/locations/az/lake-havasu-city/1621-mcculloch-blvd-n?y_source=1_OTI1OTU2MTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
914905f5-2ac9-4afa-8850-3c0afc73cf5d,Hav A Craving,eat-and-drink,cafes-and-coffee,provider,0,0,1,1,
15c73487-3905-4b1c-aa05-115d5abf804e,Keva Juice,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://kevajuice.com/
b03f195c-2b63-4f7f-8d54-b50bb4a3beac,Loaded Gun Coffee,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://loadedguncoffee.com/
d7a29c6e-6b86-4355-93d6-c6183b2ef888,Pick Ur Potion Coffee Co,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://pupcoffeeco.com/
c1e4fb43-75f2-44e3-8ad9-72cfa57ef508,River Blend Coffee Company,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://riverblendcoffee.com/
5fa2becd-ae6a-4a95-9b4f-8c494980e13a,Starbucks,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://www.starbucks.com/store-locator/store/1045239/terribles-lake-havasu-roadhous-14768-az-95-lake-havasu-city-az-86404-us
02933988-487a-409f-ac03-3d6328ef4478,Starbucks Coffee Company,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://www.starbucks.com/store-locator/store/1006189
687c4183-fd78-45ba-bd8b-1cb7d0d79498,Starbucks Coffee Company,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://www.starbucks.com/store-locator/store/14888/
5c71b631-6d4d-4b48-bc1b-893e5da958b2,Starbucks Coffee Company,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://www.starbucks.com/store-locator/store/13077
58e88f27-76ff-4045-bff7-ca45dbbea4f0,Starbucks Coffee Company,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://www.starbucks.com/store-locator/store/1018289/
36aa9876-8cd7-4e63-b8cc-de8aaae28706,Starbucks Coffee Company,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://www.starbucks.com/store-locator/store/17244
6f3247f3-a916-4075-a211-b917bf4ebd86,The Human Bean,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://thehumanbean.com/location/human-bean-633-lake-havasu-ave-lake-havasu-city-arizona/
608e13c9-2c06-4f4b-b9f7-e9bf7dc8af86,The Human Bean,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://thehumanbean.com/location/human-bean-2035-palo-verde-blvd-n-lake-havasu-city-arizona/
ea51aa64-25da-4beb-9a28-a761ed0b84aa,The Human Bean,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,https://thehumanbean.com/location/human-bean-1736-south-mcculloch-lake-havasu-city-arizona/
578cf4ae-d9a6-44aa-a78c-d24dfe126916,The KAWS,eat-and-drink,cafes-and-coffee,provider,1,0,1,1,http://www.thekawslhc.com/
1c7c0866-de6c-4c3a-87c6-3456b128c514,Wild Coffee - Main Street,eat-and-drink,cafes-and-coffee,provider,1,0,1,0,https://wildcoffeeaz.com/
375ab45c-298b-4c59-bc1e-39e2fc191f3a,Wild Coffee - South Side,eat-and-drink,cafes-and-coffee,provider,1,0,1,0,https://www.wildcoffeeaz.com/
ef667694-f3e1-4909-b261-4c11e16083bb,Carnivore Caravan,eat-and-drink,food-trucks-and-catering,provider,1,0,1,1,https://www.carnivorecaravan.com/
935c42df-eb85-4535-990a-b13a91aa801f,Good Faith Enterprises,eat-and-drink,food-trucks-and-catering,provider,0,0,1,1,
5caaec32-57ff-4d94-bebc-3c2480afac4b,Lobster 3 Ways Food Truck,eat-and-drink,food-trucks-and-catering,provider,1,0,1,1,http://www.lobster3ways.com/
d0084645-eca2-4ea3-ad7f-fb04b435da3c,stevenSMOKED,eat-and-drink,food-trucks-and-catering,provider,1,0,1,1,https://stevensmoked.com/
a81b367d-38e7-4297-93b9-5de38954fab7,True Eats,eat-and-drink,food-trucks-and-catering,provider,1,0,1,1,https://trueeatsfoods.com/
22e33f8c-f684-44fc-9deb-24a74320d34d,Arby's,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://www.arbys.com/locations/us/az/lake-havasu-city/240-swanson-ave/store-1997?utm_source=google-my-business&utm_medium=organic&utm_campaign=website-link&y_source=1_MjAyMzUyNTk5Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
d39f0c10-42ca-418f-b027-387cbe19eb12,Born's Best Sandwiches,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://bornsbestsandwichesaz.com/
3695b801-6f99-4205-8fde-0b3a37f76046,Carl's Jr.,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://locations.carlsjr.com/az/lake-havasu-city/275-n-lake-havasu-avenue
59ea9fc9-ffb5-40a2-9bfe-4b2898e3d6e0,Carl's Jr.,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://locations.carlsjr.com/az/lake-havasu-city/14875-s-hwy-95
6ae51d34-252f-4465-8a47-c65a63712ed9,Dairy Queen Grill & Chill,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://www.dairyqueen.com/en-us/locations/az/lake-havasu-city/3195-maricopa-ave/7441/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NzMxMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
a549d4b5-5da4-4272-99cb-ce3f9af6bed9,Del Taco,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://locations.deltaco.com/us/az/lake-havasu/81-london-bridge-rd?utm_source=G&utm_medium=local&utm_campaign=google-local
c9250382-a416-4c0e-a8c3-90ff74a88a22,Domino's Pizza,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps
f7a8d1b2-89dd-4b8c-81cd-ed7f8e6f2178,Fat Sub,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://www.tripadvisor.com/Restaurant_Review-g31262-d5064704-Reviews-Fat_Sub-Lake_Havasu_City_Arizona.html
724b8724-d8fd-46bd-86dd-e54e8db72fe2,Hava Bite,eat-and-drink,quick-bites-and-takeout,provider,0,0,1,1,
e5605d08-fda5-460a-814e-7a0186cd93fc,Jack in the Box,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://locations.jackinthebox.com/us/az/lake-havasu-city/30-s-lake-havasu-ave?utm_source=google&utm_medium=local&utm_campaign=google-local
de6f1fb9-2263-410e-aed3-99f438a09885,Jersey Mike's Subs,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://www.jerseymikes.com/9034/lake-havasu-city-az?utm_source=google&utm_medium=organic&utm_campaign=listings
b2343788-d632-493e-8903-1053a965bd82,Jimmy John's,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://locations.jimmyjohns.com/az/lakehavasucity/sandwiches-2739.html?utm_source=google-my-business&utm_medium=organic&utm_campaign=website-link&y_source=1_MjAyNDA4MzM0My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
1a7a9113-6880-471c-a532-9584327746c6,McDonald's,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://www.mcdonalds.com/us/en-us/location/AZ/LAKE-HAVASU-CITY/100-SWANSON-AVE/5526.html?cid=RF:YXT:GMB::Clicks
68521aeb-edfb-4327-9e8d-5ddb0ebdd750,Pizza Hut,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://locations.pizzahut.com/az/lake-havasu-city/2960-n-kiowa-blvd?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=303030
70ebb8f4-b94f-4c6d-9c39-324fb7e57667,Subway,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://restaurants.subway.com/united-states/az/lake-havasu-city/20-acoma-blvd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=60574&utm_campaign=evergreen-2020&y_source=1_MTQ4OTY4NDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
27740e21-bb64-4455-bcc2-042c2690aaaf,Subway,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://restaurants.subway.com/united-states/az/lake-havasu-city/1799-kiowa-avenue?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=48638&utm_campaign=evergreen-2020&y_source=1_MTQ4OTY4MzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
37497a46-3b5a-42bf-9a72-510213769ab6,Subway,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://restaurants.subway.com/united-states/az/lake-havasu-city/3269-maricopa-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=30031&utm_campaign=evergreen-2020&y_source=1_MTQ5MTMxMDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
6cee1c61-0821-4451-8430-4ff10f8df44f,Taco Bell,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://locations.tacobell.com/az/lake-havasu-city/44-n-lake-havasu-ave.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=002798&utm_content=website&y_source=1_NjE0MzUxNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
92528149-2ed6-41cf-83bb-be1aa2727854,The Burger Den,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://www.theburgerden.com/?utm_source=G&utm_medium=organic&utm_campaign=DAC
08d6c8a0-8a33-44a8-9afb-1db39cab8739,Wendy's,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,https://locations.wendys.com/united-states/az/lake-havasu-city/14750-az-95?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search
ccc1633d-e286-4832-ac3b-2e9ce9dc547e,Wienerschnitzel,eat-and-drink,quick-bites-and-takeout,provider,1,0,1,1,http://www.wienerschnitzel.com/location/673-north-lake-havasu-south-palo-verde-lake-havasu-245-n-lake-havasu-lake-havasu-az-86403/?utm_source=google&utm_medium=profiles&utm_campaign=local_profiles
4def68ab-955a-40cd-bb7f-aa07be809b21,Albertsons Deli,eat-and-drink,restaurants,provider,1,0,1,1,https://www.albertsons.com/
1d917f5e-15e7-488e-9d3b-672e41322165,Amigos Birria Tacos,eat-and-drink,restaurants,provider,1,0,1,1,https://www.amigosbirriatacos.com/
9949a58b-fc66-4f8d-bf66-bcb83aac5b91,Angelina's Italian Kitchen,eat-and-drink,restaurants,provider,1,0,1,1,https://www.angelinaskitchens.com/
b01dfa3d-b849-4104-8b2a-577948c6d243,Arizona Rebel Republic Havasu,eat-and-drink,restaurants,provider,1,0,1,1,https://havasu.azrebelrepublic.com/
49fd61ec-0db3-4c60-83e6-c232ac870b74,Azul Agave,eat-and-drink,restaurants,provider,1,0,1,1,https://azulagaveaz.com/
5d12e0e4-ebf1-4807-a68b-cc6c07fa96ad,Babaloo Lounge,eat-and-drink,restaurants,provider,1,0,1,1,https://www.babaloolounge.com/
f9d90bec-0e4c-4ad3-88d1-fb0faf536525,Bad Miguel's,eat-and-drink,restaurants,provider,1,0,1,1,https://www.restaurantji.com/az/lake-havasu-city/bad-miguels-mexican-restaurant-/
19f0707b-e8f5-4c91-94c9-165321747d4f,Bad Miguel's Mexican Restaurant,eat-and-drink,restaurants,provider,1,0,1,1,https://www.facebook.com/pages/Bad-Miguels/166162600076069
4343364e-3b66-4fbf-8c42-5aceaf2a6383,Bigfoot fry co.,eat-and-drink,restaurants,provider,0,0,1,0,
3aee78aa-7792-446f-bdb6-14b7bc71e102,Black Bear Diner Lake Havasu,eat-and-drink,restaurants,provider,1,0,1,1,https://blackbeardiner.com/location/lake-havasu-city/
1fa95612-1f7b-48c6-b5ee-5f445d67f1d0,Black Meadow Landing Diner,eat-and-drink,restaurants,provider,1,0,0,1,https://www.blackmeadowlanding.com/diner?utm_medium=referral&utm_source=go+lake+havasu&utm_campaign=go+lake+havasu+diner+listing_
b79838b3-ebc8-4fc4-ad41-2aca6b81ec5c,BlondZee's Steak House,eat-and-drink,restaurants,provider,1,0,1,1,https://blondzees.com/arizonaLocation.html
343c291f-2b78-4db2-aead-5fc2771d79b8,Boat House Grill,eat-and-drink,restaurants,provider,1,0,1,1,https://www.boathousegrillaz.com/dinner
f1b1c787-d9a1-4276-ac9c-e8b5a7065a12,Bonfire BBQ & Catering,eat-and-drink,restaurants,provider,1,0,1,1,https://bonfirebbq.us/
43f1b6cf-7a5f-4cd3-93bf-7fe0c8793152,Booby Falls Restaurant & Rodeo,eat-and-drink,restaurants,provider,1,0,1,1,https://www.facebook.com/profile.php?id=61585650462660
ef104299-2ae0-4a4b-b3dc-ea502bfb8d12,Broken Yolk Cafe,eat-and-drink,restaurants,provider,1,0,1,1,https://www.thebrokenyolkcafe.com/
d139bca9-9357-43de-970f-7ad815a754cc,Buffalo Wild Wings,eat-and-drink,restaurants,provider,1,0,1,1,https://www.buffalowildwings.com/locations/?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link
39253c6f-a24a-40f0-ad06-31dd77e0ba7a,Burgers by the Bridge,eat-and-drink,restaurants,provider,1,0,1,1,https://www.burgersbythebridge.com/
ac1b7d76-2959-42fd-b61d-e6d595608b7f,Burrito Shak,eat-and-drink,restaurants,provider,1,0,1,1,https://www.burritoshak.com/
fdf3da49-9767-49ad-a7d5-ff3015282806,ChaBones,eat-and-drink,restaurants,provider,1,0,1,1,http://www.chabones.com/
f45688a9-116a-4ebb-bfee-4aa3b0bd4fdc,Chico's Tacos,eat-and-drink,restaurants,provider,1,0,1,1,http://www.chicostacoslhc.com/
322b3264-a55c-4798-85a6-f8097a7155e7,Chili's Grill & Bar,eat-and-drink,restaurants,provider,1,0,1,1,https://www.chilis.com/locations/us/arizona/lake-havasu-city/lake-havasu?utm_source=google&utm_medium=local&utm_campaign=Chilis
27bbc08a-d2b1-4940-b72f-15885f80569f,Chipotle Mexican Grill,eat-and-drink,restaurants,provider,1,0,1,1,https://locations.chipotle.com/az/lake-havasu-city/55-lake-havasu-ave-s?utm_source=google&utm_medium=yext&utm_campaign=yext_listings?restaurant=1897
c6b4a73f-570b-4db9-9063-da2955d47310,Cocoloco,eat-and-drink,restaurants,provider,0,0,1,0,
73940aba-0788-460a-8913-83590d902923,Culver’s,eat-and-drink,restaurants,provider,1,0,1,1,https://www.culvers.com/restaurants/lake-havasu-city-az-countryshire-ave/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places
b01db653-737b-4769-96f9-16f931c0aeef,Dairy Queen,eat-and-drink,restaurants,provider,1,0,1,1,http://www.dairyqueen.com
6a6d9f23-14b7-41ad-9408-52bfe9e496ad,DELI LAUNDROMAT,eat-and-drink,restaurants,provider,0,0,1,0,
41767efe-f44f-4926-8518-ec77f3459973,Denny's,eat-and-drink,restaurants,provider,1,0,1,1,http://www.dennys.com
558af03d-0b76-4866-9eaf-92b01cdc6418,Denny's Restaurant,eat-and-drink,restaurants,provider,1,0,1,1,https://locations.dennys.com/AZ/LAKE-HAVASU-CITY/247085?utm_source=G&utm_medium=organic&utm_campaign=DAC
45f984d8-9843-4bb1-aa1f-7d37be4b7c54,Desert Martini Too,eat-and-drink,restaurants,provider,0,0,1,1,
2a121025-d5e5-4b1a-a378-8192e8a59c10,Dolce To-Go,eat-and-drink,restaurants,provider,1,0,1,1,https://dolcetogo.com/
ef78efd8-fe42-4322-987d-9dffca248645,Domino's Pizza,eat-and-drink,restaurants,provider,1,0,1,1,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps
5c6cfb14-c84a-4d44-863d-172cb2dfc885,Dos Amigos Taco's,eat-and-drink,restaurants,provider,1,0,1,1,https://dosamigoslhc.com
a61faa72-55ec-451d-a9f4-f75720fdfb4f,Dos Amigos Tacos,eat-and-drink,restaurants,provider,0,0,1,1,
3c710353-3b36-4b3e-87d3-fd0214915548,Ed's Deli,eat-and-drink,restaurants,provider,1,0,1,1,https://edsdeliaz.com/
b9fbcb42-477c-4cf3-a7b4-3efb85db1809,El Mariachi Mexican Restaurant,eat-and-drink,restaurants,provider,1,0,1,1,https://elmariachilhc.com/
0f95a86e-d019-41b1-b425-3518214bd190,El Padrino Italian Bistro,eat-and-drink,restaurants,provider,1,0,1,1,https://elpadrinoaz.com/
abcc82d1-3d6f-49a8-8bd8-43516fe65bac,El Paraiso Mexican,eat-and-drink,restaurants,provider,0,0,1,1,
