entity_id,name,google_type,signal,confidence,proposed_department,proposed_leaf
47841fd6-42d0-4450-afbc-12903bd556e2,Havasu Watercraft Rental,real_estate_agency,google_type,high,Professional & Financial,Real Estate
45107f51-c10c-430b-bc27-d9d01680d6d6,Linda's Italian Foods,grocery_store,google_type,high,Shopping & Retail,Grocery & Markets
0a40b7e6-ac1a-4b65-8f5f-c4f48b86f57a,Chrysler Dodge Jeep RAM Auto Parts,auto_parts_store,google_type,high,"Auto, RV & Marine",Auto Parts
f2ae41c3-143a-4646-a130-ea0ab09acda8,GOLD DUST TATTOO AND PIERCING,store,name_keyword,high,Beauty & Personal Care,Tattoo & Piercing
6be8c1bd-5395-4524-a5ad-51b220fdd5eb,Heart and Sole Fitness & Wellness,health,google_type,high,Health & Medical,Primary Care
3ea1be2f-9b1a-4196-8f5d-dbf578812f3b,Surf Thru Express Car Wash,car_wash,google_type,high,"Auto, RV & Marine",Car Wash
7b4bffb6-262b-4cdb-9ca2-6e9461a97a50,Gashole Garage | Classic Car Sales,car_dealer,google_type,high,"Auto, RV & Marine",Car Dealerships
7d0c1e18-ed26-4d25-8742-f839464f0356,Texaco,gas_station,google_type,high,"Auto, RV & Marine",Gas Stations
54ea24b3-237b-487a-a79d-dbae9e78b600,Alco Marine Sales & Services,supplier,llm_keyword,low,"Auto, RV & Marine",Boat Repair & Service
fac8a994-083f-4dc4-9e06-16017f8d3957,Jum-Pawn-It,service,google_categories,low,Shopping & Retail,Hardware & Home Improvement
d918f1d3-5787-46d0-8374-4ebdb3a9fb8e,Immortal Beauty,body_art_service,google_type,high,Beauty & Personal Care,Tattoo & Piercing
c606c827-821b-40e7-99ea-e732fcd3f4ad,Best Moto Sports,auto_parts_store,google_type,high,"Auto, RV & Marine",Auto Parts
36aedc71-0d3b-442b-a30b-e4c32fdc0779,ReConnected Phone & Device Repair - Lake Havasu City,service,name_keyword,med,"Auto, RV & Marine",Auto Repair
a654c04a-cd6b-4bfc-a5bc-d6cf4d04807e,Sweet Treats & More,dessert_shop,google_type,high,Eat & Drink,Bakeries & Desserts
81ddd9fb-63b7-49ad-b6ec-7cb483ffbfc5,"Rodney Koenig, PAC",pharmacy,google_type,high,Health & Medical,Pharmacies
37acc37f-2659-40e5-b517-bf97ba826b42,Lowerys Truck Repair,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
776559b5-8064-4ed7-8d79-7cbb4ccbcda4,Arizona Sunsports,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
2eda20bd-864f-42f3-9d8b-fb05a063f66a,Lake Havasu Mobile Detail LLC,car_wash,google_type,high,"Auto, RV & Marine",Car Wash
68f869fe-bb57-4e10-8c63-d7ca83c539a6,ADRENALINE TRAILERS,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
56528dcc-928e-4650-ad65-e8a5ebdecfc4,Carniceria El Corral,grocery_store,google_type,high,Shopping & Retail,Grocery & Markets
5cd9bcf2-6580-41d3-bc9b-ec24da80484f,"The Back Nine Golf | Lake Havasu City, AZ",indoor_golf_course,google_type,high,Outdoors & Recreation,Golf Courses
d0303849-7c9a-4234-a214-f0ae4bf8041a,"Havasu Hearing Aids, LLC",store,google_categories,low,Community & Civic,Nonprofits & Charities
2d076510-a719-4673-aa75-2678da30a8ad,Walmart Vision & Glasses,store,name_keyword,high,Health & Medical,Eye Care
e8bda740-3b33-4707-b79f-67fb71fdd53b,Detailers Supply House,,name_keyword,med,Shopping & Retail,Hardware & Home Improvement
502d5784-f10f-4e9d-9c65-7309c0944ffb,Cashway Motors,car_dealer,google_type,high,"Auto, RV & Marine",Car Dealerships
e61a4bd0-dc24-4e5c-a7a4-263d5c3c9df7,believe it detail,,name_keyword,med,"Auto, RV & Marine",Auto/Marine Detailing
a2a353cf-42b7-4fce-b362-8649760653b4,Rok Dog Leashes,store,llm_judgment,low,Pets,Pet Stores & Supplies
35526ac7-758d-4e68-b4d8-f6df9bd25818,Mobile Marine and More,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
795875e9-1b0f-47d6-a3d0-83e55e57aea9,Concierge Health AZ,store,google_categories,low,Health & Medical,Primary Care
e4ba7c59-90a7-418e-a663-dfa20b16f906,Elite Mobile Tire Services,tire_shop,google_type,high,"Auto, RV & Marine",Tires
679be660-878e-4497-bf81-6f7a1f2a6fd3,Accurate Auto Care - Lake Havasu City,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
3b3f2be8-ae5d-4e53-8435-5ba237d4183f,Anderson Powersports Lake Havasu,supplier,name_keyword,med,"Auto, RV & Marine",Car Dealerships
1ec7ea25-6f09-44d5-b9f8-efe141adcb39,"Sun Country Marine Group, Lake Havasu City, AZ",supplier,llm_keyword,low,On the Water,Boat & Watercraft Rentals
d0f0dc27-2e44-4dc1-b4a7-0baf5868b7e7,The Darlin Pup,store,llm_judgment,low,Pets,Grooming
5c7d93f8-a8c9-49d7-bce2-c82eef246ed8,Dave's Appliance,home_goods_store,google_type,high,Shopping & Retail,Furniture & Mattress
6ae7d62e-63b3-4243-b9e5-4bebe00eb76a,Havasu Muffler & Auto Repair,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
f1136ae0-a7b2-4a42-a530-f9d7f232033b,Ms. Alexis Wolf,health,google_type,high,Health & Medical,Primary Care
15ca927f-6817-452c-b6be-075caff9b5e3,Anderson Chrysler Dodge Jeep Ram,car_dealer,google_type,high,"Auto, RV & Marine",Car Dealerships
cad0216a-d7f6-4b9e-96d2-2d57a77745ef,Benny’s Commercial Tires & Roadside Assistance LHC,tire_shop,google_type,high,"Auto, RV & Marine",Tires
c6b273f0-eb07-420f-a11b-6f90c17841be,Doggie Shades,store,llm_judgment,low,Pets,Pet Stores & Supplies
dee9dff7-ab61-47f7-b7f3-c8205b02bcae,Gear Up Motor Sports,store,google_categories,low,"Auto, RV & Marine",Auto Parts
3f29d5ed-b1a0-4568-a6d6-469184e9b39a,Angel's Hardscape Yard LLC,building_materials_store,google_type,high,Shopping & Retail,Hardware & Home Improvement
7dc7cc8e-6817-45af-811d-2eafd81df20e,Berry Cherry Frozen Yogurt,dessert_shop,google_type,high,Eat & Drink,Bakeries & Desserts
43c20010-05fa-4e20-b144-06d1ef24d1b0,Premier Chiropractic & Functional Medicine,health,google_type,high,Health & Medical,Primary Care
a71ff9d4-8fb4-4378-bc26-d43dd0763939,The UPS Store,shipping_service,google_type,high,Professional & Financial,Shipping & Postal
aabc68f5-2c68-4e1f-9a18-6aa66eac5251,Mc Coy Fishing Line Inc,store,name_keyword,med,On the Water,Fishing Charters & Guides
7281c9ce-be2f-4873-8b50-e20a6009b3e2,Shimmer Boat Service,supplier,llm_keyword,low,"Auto, RV & Marine",Boat Repair & Service
4def68ab-955a-40cd-bb7f-aa07be809b21,Albertsons Deli,deli,google_type,high,Eat & Drink,Restaurants
a368c44b-e787-4ec5-b691-d962ee019087,Any Radiator Service,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
9f0051b4-9960-4554-a8f3-7d6c02e4a8d8,COVID-19 Drive-Thru Testing at Walgreens,pharmacy,google_type,high,Health & Medical,Pharmacies
f8b3e1ad-17d4-4631-9717-a9946cdaeaf4,Hallett Boats,supplier,llm_judgment,low,"Auto, RV & Marine",Boat Sales
88c4e14b-e0c3-4d02-ace7-3ddbbec3122c,American Legion,association_or_organization,google_type,high,Community & Civic,Nonprofits & Charities
a08914b6-f3d8-4046-bf79-327d050f06a8,Havasu CrossFit,gym,google_type,high,Fitness & Wellness,Gyms & Fitness Centers
8e1b8645-10d3-4b72-9461-86092af47090,Attention 2 Detail,car_wash,google_type,high,"Auto, RV & Marine",Car Wash
54f42a95-0f90-43c6-9ab3-ac6e857bca4a,Lake Havasu Cigars,store,google_categories,low,Eat & Drink,Bars & Breweries
aeba05c2-cc76-4042-89e6-c61915a8e962,Joker Machine,auto_parts_store,google_type,high,"Auto, RV & Marine",Auto Parts
df5c78fe-76ec-4acb-867e-bee23d5ff511,Fine Line Muffler-N-Automotive,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
1f45cc62-0da7-46c7-9e8d-cc256c4016a4,PetSmart Dog Training,service,name_keyword,high,Pets,Training
cabaf69b-8723-4d6c-bfa4-e9199b11f475,Marathon Gas Station & Oasis Food Mart,gas_station,google_type,high,"Auto, RV & Marine",Gas Stations
b58a0370-fb1a-4142-8f1c-1913ae076524,ProPrecision Sand & Offroad,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
322f1a5d-16e7-430b-8a5f-083e6389538e,Bashas',grocery_store,google_type,high,Shopping & Retail,Grocery & Markets
e30f761d-e283-40cd-81e1-7e821224c851,76,gas_station,google_type,high,"Auto, RV & Marine",Gas Stations
2d55dc41-23f1-4439-99fd-6daf7fcfba7d,Snap Fitness Lake Havasu City,gym,google_type,high,Fitness & Wellness,Gyms & Fitness Centers
58094cb8-c541-43b2-9ec7-604bafc90a94,Lake Havasu Golf Club East,,name_keyword,med,Outdoors & Recreation,Golf Courses
3d978b56-eeab-4e7d-9ce3-d5b6a1d98da3,Bridgewater Links Disc Golf Course,,name_keyword,high,Outdoors & Recreation,Disc Golf
9b75cc7f-2de7-480f-9334-b166743ba70a,JCPenney Salon,beauty_salon,google_type,high,Beauty & Personal Care,Hair Salons & Barbers
39a69ed4-681d-4308-b0d5-bdd97f449a7b,Anderson Toyota,car_dealer,google_type,high,"Auto, RV & Marine",Car Dealerships
f56cc5e8-ab82-4ef7-a47a-92550ae67c6c,Dillard's,department_store,google_type,high,Shopping & Retail,Gifts & Boutiques
a4b96f6e-62c6-4860-a99b-899b0c0a3e08,Grand Island Disc Golf Course,,name_keyword,high,Outdoors & Recreation,Disc Golf
beb4fe1d-570a-49ac-a8f7-789a46584bfc,SARA Park Disc Golf Course,,name_keyword,high,Outdoors & Recreation,Disc Golf
b4975b58-aaa0-4927-86ab-f0f238bab178,Ken's Pizza N Pasta,pizza_restaurant,google_type,high,Eat & Drink,Restaurants
aaf5c65b-ff4a-4d9c-a5a1-3775d3689fca,Hualapai Mountain Park,,name_keyword,med,Outdoors & Recreation,Parks & Playgrounds
c6ca4579-e98a-472d-aab4-3a4de922d796,Deer Creek Canyon at Haulapai Mountain,,llm_judgment,low,Outdoors & Recreation,Disc Golf
59a754cb-b483-4b48-bd37-d9adf8cfb7d8,Riverview Disc Golf Course,,name_keyword,high,Outdoors & Recreation,Disc Golf
e37ef621-2ac1-47a3-9c5d-9f096ba7baae,Mohave Valley Community Park Disc Golf Course,,name_keyword,high,Outdoors & Recreation,Disc Golf
13dc22dc-4c99-4085-bba8-1041967b2dc3,Mountainview at MCC,,llm_judgment,low,Outdoors & Recreation,Disc Golf
343c291f-2b78-4db2-aead-5fc2771d79b8,Boat House Grill,restaurant,google_type,high,Eat & Drink,Restaurants
0452e788-b8ce-4df1-96b9-3dadd6e6ec34,The Ark Center Stonebridge Christian Center,,llm_judgment,low,Community & Civic,Community Centers
dda6bb44-7304-4381-ba64-8aa97979ea80,Define Medical Esthetics,spa,google_type,high,Beauty & Personal Care,Day Spas & Massage
70ee0292-abdc-4796-9f76-be9879e6579f,Fit Lab 928,gym,google_type,high,Fitness & Wellness,Gyms & Fitness Centers
d16cd92e-9421-4583-a7cf-32faf0d1b3cc,Rods & Relics Room Aquatic Center,,llm_judgment,low,Outdoors & Recreation,Parks & Playgrounds
4fe746ed-e3f5-4ba6-9f74-9df23c1ae30c,Dick Samp Memorial Park,,name_keyword,med,Outdoors & Recreation,Parks & Playgrounds
20983110-0ad3-47a7-8c42-585e52d0fe58,Islander Rv Resort,,name_keyword,med,"Auto, RV & Marine",RV Sales & Service
9c54e506-ffc9-4f31-818a-86d3de229866,London Bridge Beach Park,,name_keyword,med,On the Water,Beaches & Swim Areas
19e720be-17f5-4573-877f-7049e6f288e1,Dek X USA LLC,store,google_categories,low,Shopping & Retail,Furniture & Mattress
f0d0dc49-3713-4ce4-883f-32c50221cfd3,Jersey's American Grill,restaurant,google_type,high,Eat & Drink,Restaurants
84895266-b797-4cf5-ac98-0c4312b4af87,El Pollo Loco,mexican_restaurant,google_type,high,Eat & Drink,Restaurants
203617c9-b6d8-4a35-9d95-90dfb21a0f6c,Ballet Havasu,,name_keyword,med,Fitness & Wellness,Dance Studios
a1fb1073-43a1-40d8-b3cc-fc421c0740d1,Iron Age Gym,gym,google_type,high,Fitness & Wellness,Gyms & Fitness Centers
547b8e07-1bd3-4871-acc6-55c44c113b84,Total Marine Pros and Powersports,store,google_categories,low,Shopping & Retail,Furniture & Mattress
86689542-cea3-4d35-b9f1-cf88023ad98c,Stetson Winery & Event Center,,llm_judgment,low,Eat & Drink,Bars & Breweries
eef191c9-5b9d-47f1-b56d-381bfa70e83e,Subway at Southside Basha's Plaza,,provider_subcat,high,Eat & Drink,Restaurants
6344141e-50fe-4b67-a89b-a569bfb85782,HEAT Bar @ The HEAT Hotel,,provider_subcat,high,Eat & Drink,Restaurants
7675ed32-9a05-4d2a-8186-c011115ad875,Bradley Ford of Lake Havasu City Parts,auto_parts_store,google_type,high,"Auto, RV & Marine",Auto Parts
d937ac20-a33c-4859-adc0-4eb8783d90ff,Havasu Tropical Oasis Floating Rentals,,llm_judgment,low,On the Water,Boat & Watercraft Rentals
608aae55-5e36-4ab1-a00d-9779043b3e80,Rentals on the Beach,,name_keyword,med,On the Water,Beaches & Swim Areas
fc367380-e688-439b-84e4-e2e28945b5c8,Desert Diamond Distillery Factory Tour,,llm_keyword,low,Things to Do & Attractions,Tours & Sightseeing
ef78efd8-fe42-4322-987d-9dffca248645,Domino's Pizza,pizza_restaurant,google_type,high,Eat & Drink,Restaurants
27bbc08a-d2b1-4940-b72f-15885f80569f,Chipotle Mexican Grill,mexican_restaurant,google_type,high,Eat & Drink,Restaurants
74c8ac5f-b235-4af9-a711-93e8126da369,Peggy's Sunrise Cafe,breakfast_restaurant,provider_subcat,high,Eat & Drink,Restaurants
1a7a9113-6880-471c-a532-9584327746c6,McDonald's,fast_food_restaurant,google_type,high,Eat & Drink,Quick Bites & Takeout
754fcf5c-9d75-45fc-bacb-499f0885b1da,ZENSHI Handcrafted Sushi,restaurant,google_type,high,Eat & Drink,Restaurants
889d3e98-7f44-4239-a03a-3ef3b3053f25,Luxe Esthetics & Beauty Bar,spa,google_type,high,Beauty & Personal Care,Day Spas & Massage
823e7091-5a31-4330-8a90-a5d9f04e99c5,B.A.B.E. Esthetics,beauty_salon,google_type,high,Beauty & Personal Care,Hair Salons & Barbers
ef104299-2ae0-4a4b-b3dc-ea502bfb8d12,Broken Yolk Cafe,breakfast_restaurant,provider_subcat,high,Eat & Drink,Restaurants
058b201b-1f7a-4abc-84a5-cd90fa25416d,GraceArts LIVE Performing Arts Theatre,,llm_judgment,low,Things to Do & Attractions,Theaters & Cinema
3ced1911-fd89-4dd9-ae7c-01fa9006f12b,Lake Havasu Airboat,,llm_judgment,low,On the Water,Boat Tours & Charters
fdf3da49-9767-49ad-a7d5-ff3015282806,ChaBones,steak_house,google_type,high,Eat & Drink,Restaurants
1cca9abb-4eba-4ee1-bb43-ccdad1403e67,Bill Williams River National Wildlife Refuge,,name_keyword,med,Outdoors & Recreation,Parks & Playgrounds
f0bd36c3-f6c9-4476-9858-dd4eb6c69815,Western Arizona Canoe & Kayak Outfitters (WACKO),,name_keyword,high,On the Water,Kayak & Paddle
61d3f794-ab35-4ee2-ad36-1631dec2aa3d,Marisa's Italian Deli,italian_restaurant,google_type,high,Eat & Drink,Restaurants
6410f94b-1975-4ffe-844b-288c22bb9621,Makai Cafe,breakfast_restaurant,provider_subcat,high,Eat & Drink,Restaurants
01f70d2a-68a9-4261-afb7-f4d5b339d01c,Circle K,convenience_store,google_type,high,Shopping & Retail,Convenience
68521aeb-edfb-4327-9e8d-5ddb0ebdd750,Pizza Hut,pizza_delivery,google_type,high,Eat & Drink,Quick Bites & Takeout
e835ea40-89d2-4ba2-b8fa-602a60966130,Debra's Skin Care & Vitality Spa,beauty_salon,google_type,high,Beauty & Personal Care,Hair Salons & Barbers
956d6bf6-430d-4114-9afd-f90f976f3000,Scoops Homemade Ice Cream,ice_cream_shop,google_type,high,Eat & Drink,Bakeries & Desserts
c1e4fb43-75f2-44e3-8ad9-72cfa57ef508,River Blend Coffee Company,coffee_roastery,google_type,high,Eat & Drink,Cafés & Coffee
8b61672d-cebb-4f78-abd3-8c0d0eed4f0a,Sugar & Skin Studio,beauty_salon,google_type,high,Beauty & Personal Care,Hair Salons & Barbers
e6dffbce-7377-4628-ba15-9ac759881497,In-N-Out Burger,hamburger_restaurant,google_type,high,Eat & Drink,Quick Bites & Takeout
62f80319-bba3-4d2a-a014-8187f887abe9,Prestige Customs LLC,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
d6b2dca0-14c1-4ac2-ab30-db00dbc98ae5,West Marine,store,google_categories,low,Shopping & Retail,Clothing & Apparel
726e79ce-89e3-4933-92e0-f2b9f55ddd8d,Our Shabby Shack & Book Exchange,book_store,google_type,high,Shopping & Retail,Gifts & Boutiques
545a392a-9c8d-47bc-b29f-1f0d02d013ea,Debonair Dogs,pet_care,llm_judgment,high,Pets,Grooming
f0f0dd01-3de9-43d4-9ee9-2106c422c148,Havasu Used Truck & SUV,car_dealer,google_type,high,"Auto, RV & Marine",Car Dealerships
760a638b-c7d7-4229-b539-9a4b26e1f187,Tire Man of Lake Havasu,tire_shop,google_type,high,"Auto, RV & Marine",Tires
582e4157-ae85-4475-a644-4af17c6b2f84,"Legal Wizard LHC, LLC",consultant,name_keyword,high,Professional & Financial,Attorneys
3695b801-6f99-4205-8fde-0b3a37f76046,Carl's Jr.,fast_food_restaurant,google_type,high,Eat & Drink,Quick Bites & Takeout
b060a61a-f89e-4a16-98ea-deb479ecd717,Audibel Hearing Center,store,google_categories,low,Community & Civic,Nonprofits & Charities
902b6959-c045-4035-b3f1-c50544fde8ca,Airtech Air Conditioning and Heating,general_contractor,google_type,high,Home & Property Services,General Contractors
0772be62-514e-400a-aac4-a56f4fe082b8,Premier Detailing,,provider_subcat,high,On the Water,Boat & Watercraft Rentals
79d2c1c1-cddb-4de6-ba5d-fdda8d1f5cbc,Pilot Travel Center,truck_stop,google_type,high,"Auto, RV & Marine",Gas Stations
f4b332d6-af27-466c-ba0c-5f66871549d4,Mystique detailing llc,,provider_subcat,high,On the Water,Boat & Watercraft Rentals
242b2924-605e-4633-a592-fbd703df66a1,Motoseat Mfg. World Headquarters,store,llm_judgment,low,"Auto, RV & Marine",Powersports & ATV
fa2e1808-bed6-4d54-b560-6271d5b15435,KFC,chicken_restaurant,google_type,high,Eat & Drink,Quick Bites & Takeout
423a80ad-17d5-49f1-a20a-4817ccb1f9ac,River Rat Motorsports,store,llm_judgment,low,"Auto, RV & Marine",Powersports & ATV
c3f2ec47-2f48-4249-ac73-2285c0bc956d,Nutrition One,store,name_keyword,med,Fitness & Wellness,Personal Training
11564152-e143-4f4e-9be1-936d6b1b393a,D-J's RV Park,rv_park,google_type,high,Lodging,RV Parks & Campgrounds
f005d33d-b165-47d6-af61-d5896f6f453b,Campbell Cove 1-Stop,gas_station,google_type,high,"Auto, RV & Marine",Gas Stations
159204fc-3baf-4c15-bf0f-028ace6b4dc8,Natural Gold Wellness & Beauty CBD,store,google_categories,low,Beauty & Personal Care,Nail Salons
02933988-487a-409f-ac03-3d6328ef4478,Starbucks Coffee Company,coffee_shop,google_type,high,Eat & Drink,Cafés & Coffee
55850768-81aa-42d0-b568-96329f7198fe,Posh Planning & Event Co.,service,llm_judgment,low,Professional & Financial,Event Planning [NEW]
d1a119ac-6417-4193-9d0a-761f872df2cd,Thompson Bay Beach,sports_activity_location,google_type,high,Outdoors & Recreation,Parks & Playgrounds
7dab673b-722d-4539-8006-c38940f36059,Nautilus Elementary School,primary_school,google_type,high,Family & Education,K-12 Schools
7be7251c-e9e0-40f0-a69b-010ee0dbd383,Connolly Marine Performance,store,google_categories,low,"Auto, RV & Marine",Auto Parts
8143eb0e-64f1-4ccc-82e1-052405130c6d,Wolfie's Hawaiian inspired Bbq,barbecue_restaurant,google_type,high,Eat & Drink,Restaurants
a176b6ff-e45f-46e4-b7d5-5337f59705c0,Wolfie's,restaurant,google_type,high,Eat & Drink,Restaurants
7c000e2e-2190-42c5-a83c-8c8cfae3d43c,Homes by Wiesner,general_contractor,google_type,high,Home & Property Services,General Contractors
e4fcdb77-b0e7-41fd-af95-4687b25acf24,Pure Choice Motorsports,auto_parts_store,google_type,high,"Auto, RV & Marine",Auto Parts
31af663c-f594-4950-a075-59e2b72450a6,Bella Faccia Skincare and Pilates,beauty_salon,google_type,high,Beauty & Personal Care,Hair Salons & Barbers
15c73487-3905-4b1c-aa05-115d5abf804e,Keva Juice,juice_shop,google_type,high,Eat & Drink,Cafés & Coffee
0e55da0c-a0d5-446c-abf2-17013a4b75e6,"Palm Tree RV Sales, LLC",car_dealer,google_type,high,"Auto, RV & Marine",Car Dealerships
d757bbe9-6726-4aac-b80d-9deaa351804c,Dr. Sylvia Rimbergas - Pediatric Eye Exam,health,google_type,high,Health & Medical,Primary Care
a380799a-b2d9-4ca5-9bee-0abd71efd011,Bradley Chevrolet,car_dealer,google_type,high,"Auto, RV & Marine",Car Dealerships
105cdc4c-a6f6-4009-ac6d-4650286b2eee,Clean Concepts Inc.,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
1da2d664-200b-4999-823e-4f31010c5864,Havasu Auto Care,car_repair,google_type,high,"Auto, RV & Marine",Auto Repair
73940aba-0788-460a-8913-83590d902923,Culver’s,american_restaurant,google_type,high,Eat & Drink,Restaurants
e1c8e2f4-5772-4a85-8b5c-7f5f9b3921e9,McAtlin Electrical Group,electrician,google_type,high,Home & Property Services,Electrical
d7b89a29-b541-4d49-92f2-55a640baf00e,Bubbles N Bows Grooming Salon,pet_care,llm_judgment,high,Pets,Grooming
f4d3cd40-3f7b-494f-bc95-31b513dee3a7,Ron's In Your Ear Audio & Fiberglass Repair,auto_parts_store,google_type,high,"Auto, RV & Marine",Auto Parts
eba9ce5c-eb70-49eb-a764-c0b2a0f6995b,Team RDP at eXp Realty,real_estate_agency,google_type,high,Professional & Financial,Real Estate
0f95a86e-d019-41b1-b425-3518214bd190,El Padrino Italian Bistro,italian_restaurant,google_type,high,Eat & Drink,Restaurants
39253c6f-a24a-40f0-ad06-31dd77e0ba7a,Burgers by the Bridge,hamburger_restaurant,google_type,high,Eat & Drink,Quick Bites & Takeout
34cc2ed8-13b9-4352-8490-ee163e872b21,Circle K | Gas Station,gas_station,google_type,high,"Auto, RV & Marine",Gas Stations
fef9ddbe-af81-4287-a5a5-840659c6d3ec,Chevron,gas_station,google_type,high,"Auto, RV & Marine",Gas Stations
907d5d91-940b-435b-b3cc-3c6239907aee,Hava Event Planner & Coordinator,service,llm_judgment,low,Professional & Financial,Event Planning [NEW]
b764ff5e-f473-487d-8778-cd8012dc429d,ZENSHI Handcrafted Sushi,restaurant,google_type,high,Eat & Drink,Restaurants
3a8cc817-84d8-42d9-a3d3-cf158c6672c6,Havasu Balloon Festival and Fair (HBFF),,llm_keyword,low,Things to Do & Attractions,Tours & Sightseeing
646e3f18-a894-43dc-88f8-1e98b5612259,Havasu Art Center,art_gallery,google_type,high,Things to Do & Attractions,Museums & Galleries
79dc0302-5edd-4426-ae2e-84033cfdfaf5,Havasu Landing Resort & Casino,,provider_subcat,high,Outdoors & Recreation,Parks & Playgrounds
ef8f2638-fc19-48b3-9f6d-fc90227d46ca,Wild Goose Tattoo,store,name_keyword,high,Beauty & Personal Care,Tattoo & Piercing
66c48b7a-1374-4e12-87d5-a74798f09bb5,Lake Havasu Pediatric and Family Clinic,health,google_type,high,Health & Medical,Primary Care
00be5e6c-7af8-4c84-9644-36ce89336870,Nails By Jen,nail_salon,google_type,high,Beauty & Personal Care,Nail Salons
03f3f543-2622-4e1f-8d93-1592eed68715,Xanadu,point_of_interest,provider_subcat,high,Lodging,Hotels & Motels
c9250382-a416-4c0e-a8c3-90ff74a88a22,Domino's Pizza,pizza_delivery,google_type,high,Eat & Drink,Quick Bites & Takeout
88cbf2c3-6ea6-418e-aa3e-0a4df97dbc9d,Fraternal Order of Eagles,association_or_organization,google_type,high,Community & Civic,Nonprofits & Charities
cfe2c680-daa7-4900-bd86-a8b90d9fbc1a,Damn Near Perfect Laser and Skin Spa,spa,google_type,high,Beauty & Personal Care,Day Spas & Massage
f1d71e79-2656-4b54-9c8d-0e1fc60d1cda,Knights of Columbus,association_or_organization,google_type,high,Community & Civic,Nonprofits & Charities
1fa95612-1f7b-48c6-b5ee-5f445d67f1d0,Black Meadow Landing Diner,,provider_subcat,high,Eat & Drink,Restaurants
f8b61223-6c92-49b4-9063-7b3a85a27084,Kreations by Kendra,bakery,google_type,high,Eat & Drink,Bakeries & Desserts
